CO_POSICAO;SG_AREA;TX_GABARITO;CO_HABILIDADE;NU_PARAM_B;TX_COR;CO_PROVA;NU_PARAM_B_CERTO
81;CN;C;;0,29;Rosa;278;528,914
59;CN;C;;0,29;Branco;277;528,914
75;CN;C;;0,29;Azul;275;528,914
59;CN;C;;0,29;Branco;288;528,914
59;CN;C;;0,29;Branco;256;528,914
68;CN;C;;0,29;Branco;259;528,914
81;CN;C;;0,29;Branco;263;528,914
59;CN;C;;0,29;Branco;261;528,914
75;CN;C;;0,29;Branco;247;528,914
107;LC;E;;0,29;Cinza;280;529,349
121;LC;E;;0,29;Amarelo;279;529,349
113;LC;E;;0,29;Rosa;282;529,349
125;LC;E;;0,29;Azul;281;529,349
107;LC;E;;0,29;Cinza;257;529,349
107;LC;E;;0,29;Cinza;289;529,349
113;LC;E;;0,29;Cinza;269;529,349
125;LC;E;;0,29;Cinza;267;529,349
107;LC;E;;0,29;Cinza;265;529,349
121;LC;E;;0,29;Cinza;249;529,349
122;LC;A;20;0,29;Azul;241;529,419
105;LC;A;20;0,29;Cinza;240;529,419
105;LC;A;20;0,29;Cinza;253;529,419
126;LC;A;20;0,29;Amarelo;239;529,419
114;LC;A;20;0,29;Rosa;242;529,419
128;LC;D;;0,30;Rosa;282;529,68
103;LC;D;;0,30;Azul;281;529,68
112;LC;D;;0,30;Cinza;280;529,68
119;LC;D;;0,30;Amarelo;279;529,68
128;LC;D;;0,30;Cinza;269;529,68
103;LC;D;;0,30;Cinza;267;529,68
112;LC;D;;0,30;Cinza;265;529,68
119;LC;D;;0,30;Cinza;249;529,68
112;LC;D;;0,30;Cinza;257;529,68
112;LC;D;;0,30;Cinza;289;529,68
3;CH;A;;0,30;Amarelo;272;529,816
6;CH;A;;0,30;Azul;271;529,816
42;CH;A;;0,30;Rosa;274;529,816
45;CH;A;;0,30;Branco;273;529,816
45;CH;A;;0,30;Branco;262;529,816
45;CH;A;;0,30;Branco;287;529,816
3;CH;A;;0,30;Branco;260;529,816
6;CH;A;;0,30;Branco;248;529,816
45;CH;A;;0,30;Branco;255;529,816
42;CH;A;;0,30;Branco;264;529,816
5;CH;C;10;0,31;Amarelo;232;530,658
1;CH;C;10;0,31;Branco;251;530,658
1;CH;C;10;0,31;Branco;233;530,658
38;CH;C;10;0,31;Rosa;234;530,658
42;CH;C;10;0,31;Azul;231;530,658
133;LC;E;11;0,31;Azul;241;530,68
131;LC;E;11;0,31;Cinza;240;530,68
131;LC;E;11;0,31;Cinza;253;530,68
102;LC;E;11;0,31;Amarelo;239;530,68
122;LC;E;11;0,31;Rosa;242;530,68
55;CN;C;;0,33;Branco;288;533,164
55;CN;C;;0,33;Branco;261;533,164
76;CN;C;;0,33;Branco;263;533,164
76;CN;C;;0,33;Branco;259;533,164
84;CN;C;;0,33;Branco;247;533,164
55;CN;C;;0,33;Branco;256;533,164
76;CN;C;;0,33;Rosa;278;533,164
76;CN;C;;0,33;Amarelo;276;533,164
55;CN;C;;0,33;Branco;277;533,164
84;CN;C;;0,33;Azul;275;533,164
95;LC;A;;0,34;Rosa;282;533,571
93;LC;A;;0,34;Azul;281;533,571
92;LC;A;;0,34;Cinza;280;533,571
91;LC;A;;0,34;Amarelo;279;533,571
91;LC;A;;0,34;Cinza;249;533,571
93;LC;A;;0,34;Cinza;267;533,571
92;LC;A;;0,34;Cinza;265;533,571
92;LC;A;;0,34;Cinza;289;533,571
92;LC;A;;0,34;Cinza;257;533,571
95;LC;A;;0,34;Cinza;269;533,571
52;CN;B;;0,34;Branco;277;533,69
73;CN;B;;0,34;Rosa;278;533,69
81;CN;B;;0,34;Azul;275;533,69
73;CN;B;;0,34;Amarelo;276;533,69
52;CN;B;;0,34;Branco;261;533,69
52;CN;B;;0,34;Branco;288;533,69
73;CN;B;;0,34;Branco;263;533,69
73;CN;B;;0,34;Branco;259;533,69
81;CN;B;;0,34;Branco;247;533,69
52;CN;B;;0,34;Branco;256;533,69
82;CN;A;14;0,36;Branco;252;536,321
138;MT;C;;0,36;Cinza;268;536,481
177;MT;C;;0,36;Cinza;266;536,481
141;MT;C;;0,36;Cinza;250;536,481
138;MT;C;;0,36;Azul;285;536,481
177;MT;C;;0,36;Cinza;290;536,481
180;MT;C;;0,36;Rosa;286;536,481
177;MT;C;;0,36;Cinza;284;536,481
177;MT;C;;0,36;Cinza;258;536,481
141;MT;C;;0,36;Amarelo;283;536,481
180;MT;C;;0,36;Cinza;270;536,481
4;CH;D;;0,37;Branco;273;536,66
43;CH;D;;0,37;Amarelo;272;536,66
40;CH;D;;0,37;Azul;271;536,66
1;CH;D;;0,37;Rosa;274;536,66
1;CH;D;;0,37;Branco;264;536,66
4;CH;D;;0,37;Branco;262;536,66
43;CH;D;;0,37;Branco;260;536,66
40;CH;D;;0,37;Branco;248;536,66
